,EpochDate,market-price,estimated-transaction-volume,estimated-transaction-volume-usd,trade-volume,n-unique-addresses,BTC-transact-vol-per-address,USD-transact-vol-per-address,exchange-transaction-ratio,isPriceIncrease,priceVolatility
0,1480896000,,,,,,,,,0,
1,1480982400,0.0026260874808146095,0.05080808818521998,0.050321628697805654,-0.21565445518528326,-0.013529215407654949,0.06521967461962097,0.06472654345444862,-0.25323298751149914,1,
2,1481068800,0.012549388961323515,0.015970347690027697,0.030315388129695586,0.13337407065850404,-0.0028753485551142877,0.018900040449139066,0.033286446821583215,0.1000263450552632,1,3.778739875577454
3,1481155200,0.0047161389312602164,-0.037866011102014596,-0.03580705742255241,-0.22625258126507652,-0.07212808925004965,0.03692543954729999,0.03914444591618338,-0.19751806452081233,1,-0.6241937399665369
4,1481241600,0.0003876360501853249,-0.01973965891114815,-0.01656147108652417,-0.12266431827249369,-0.06997445808367675,0.05401442961342706,0.057431742021939236,-0.10788965864820677,1,-0.9178064819897612
5,1481328000,0.0043805218153556424,-0.304892612090932,-0.30262818355370014,-0.30245571162973994,-0.022944415075363933,-0.2885692496577007,-0.28625164503809597,0.0002473170264309932,1,10.300604815422506
6,1481414400,-0.00659182410165482,-0.16591194705136625,-0.1709510042405903,-0.041541330480121874,-0.03413942133218961,-0.13643017287332238,-0.1416473411691591,0.1560941203986732,0,0.5048033954648043
7,1481500800,0.011328536506993947,0.714036926087158,0.7330438561956567,0.8276305264903534,0.13559364489471548,0.5093752362853985,0.5261126759443364,0.054578347776109704,1,0.7185738472830332
8,1481587200,0.0019132713594072204,-0.0702902370645293,-0.06719060613706207,0.01810059594006619,-0.0006597311344969103,-0.06967647366905383,-0.06657479646856823,0.0914347589531892,1,-0.8311104564807629
9,1481673600,-0.004619820204022407,0.06410326341637029,0.05735910078515194,-0.2532596567541475,-0.005793012667574926,0.07030354541309869,0.06352008611624371,-0.2937684626808873,0,1.4146183871449072
10,1481760000,0.0023940601137959483,0.044514617673265366,0.048290784141289844,0.024332704540362293,-0.03237720799560828,0.07946466981166811,0.08336718895366002,-0.022854421657968582,1,-0.48178500286407755
11,1481846400,0.006200465618280138,0.07620694721613108,0.08486035442068651,0.17029971744592864,0.033030890849550465,0.04179551332784759,0.05017223011454375,0.07875609305574316,1,1.5899373129979053
12,1481932800,0.009131798609430586,-0.2416367382314336,-0.23443589250677244,-0.05034250420425057,-0.07387141455298774,-0.18114690153686486,-0.1733716899325437,0.24046763229969037,1,0.4727601395786032
13,1482019200,-0.0003800531377047278,-0.15390087887758674,-0.15461755849572612,-0.3998506264417062,-0.08760355803610365,-0.0726628445621521,-0.07344833602745926,-0.2900853577105438,0,-0.9583813491777797
14,1482105600,0.0014185271987172676,0.42267878938571,0.42390287782682523,0.49379755317929286,0.21549206925720066,0.17045501601266966,0.17146208835158117,0.04908668733020738,1,2.7324443820783677
15,1482192000,0.0045166605896937995,0.09927306266796143,0.10422048631283887,0.28553393787861303,0.00044625216982741023,0.09878272849120329,0.10372794532233942,0.1642004054563484,1,2.1840493391865046
16,1482278400,0.03925001526071825,0.26026553881026104,0.31057718662925704,1.2801939478105977,0.06170466960629417,0.1870208118022103,0.23440842274457596,0.7398394929146825,1,7.690051971201836
17,1482364800,0.044139895171966925,-0.009705357618734589,0.031115472510889752,0.2078673385928369,-0.021158223982528535,0.011700426610714798,0.05340362229542328,0.17141811057449785,1,0.12458287923629174
18,1482451200,0.04731393029774722,0.12001711223990719,0.17565736071973337,0.31287528746294324,-0.012029239257446922,0.13365410874923933,0.18997181640893523,0.11671591683754312,1,0.07190853338945202
19,1482537600,-0.01076825542432236,-0.4803517186021985,-0.48536360739496875,-0.4849800844056391,-0.19580261657059306,-0.35382992769533594,-0.36006209021667823,0.00074523099190138,0,-0.7724083508480996
20,1482624000,-0.005285072725460305,0.03831841177964623,0.03870152511740055,-0.14252821421327544,-0.15789636511615734,0.2330054980974745,0.23346044606573413,-0.17447720538408984,0,-0.5091987961649886
21,1482710400,0.011765695780656449,0.16099912662018712,0.17236645907709192,-0.028113266863056152,0.2676222315794232,-0.08411268144641704,-0.07514523659280192,-0.17100431728315513,1,1.2262126543645078
22,1482796800,0.036820820755004924,0.27871899703283387,0.32195817238022384,0.19068676491696168,0.13500625338585737,0.1266184597822828,0.16471443962239585,-0.09930072691097658,1,2.1295064432603037
23,1482883200,0.03988105346655524,-0.032006188545519954,0.012962549989410155,0.6216827729012033,0.011111438476572033,-0.04264379313822897,0.0018307690353371875,0.6009306295856218,1,0.08311147467114366
24,1482969600,-0.004236520043106817,-0.043976519624423616,-0.053327434779314675,-0.1607978496111645,-0.00508186148430767,-0.039093325002740986,-0.04849200293702982,-0.11352437873468602,0,-0.8937711099668012
25,1483056000,-0.011651924542363967,0.037397112076015926,0.02253029737059542,0.11621346441658242,-0.031498215387499084,0.0711359840096526,0.0557856615408423,0.09161896453033247,0,1.750352747964134
26,1483142400,0.008111587763091954,-0.3498310461739912,-0.34346546022397717,-0.6310475435544793,-0.09312654226408401,-0.28306540644688294,-0.27604614053308485,-0.4380303943012822,1,-0.3038413754225825
27,1483228800,0.03943201746989433,-0.21107929769406453,-0.17759166908303625,0.6684918065002974,-0.21009445769633484,-0.0012467819821310178,0.04114769029029475,1.028787578841733,1,3.8611959361780652
28,1483315200,0.01828875526053575,0.6363262493489796,0.6661457776930209,0.6944334751125651,0.49077461696930125,0.09763490116002926,0.11763760848051175,0.01697792461996439,1,-0.5361952942301544
