EpochDate,market-price,estimated-transaction-volume,estimated-transaction-volume-usd,trade-volume,n-unique-addresses,my-wallet-n-users
1483660800,883.099175,483798.94337235,428452344.2505532,134165115.23789297,562749.0,11120224.0
1483747200,896.830375,344066.51921823,310258543.0398467,97175659.27985388,503340.0,11143505.0
1483833600,908.1490375,230638.88390195,211475099.03853697,55303632.48432932,455738.0,11166355.0
1483920000,894.18025,297521.31141367,267769180.27230301,41076985.165461,475571.0,11190916.0
1484006400,906.0569142857142,311898.39337535,284257957.7544265,31485218.71429535,541167.0,11215879.0
1484092800,785.2237375,495840.25634963,389299060.467785,131253668.4078732,491692.0,11240523.0
1484179200,803.372375,394742.84616561,317369300.8886888,76636270.25602649,483077.0,11265681.0
1484265600,826.2956625,310296.05007851,256962364.9910157,55509952.11563386,466560.0,11288454.0
1484352000,817.912875,189694.9606471,154658301.41558063,27475928.306425694,446468.0,11310109.0
1484438400,822.2076,193769.24854518,159034173.05097103,15757955.971683078,417278.0,11331053.0
1484524800,830.505125,249414.31017658,207038818.87757906,22109924.90628197,473646.0,11353117.0
1484611200,903.84575,323187.1166802,292157921.60773396,66791560.406611934,502461.0,11375964.0
1484697600,874.9949625,295532.82797803,259176379.48017278,51289482.24876107,500305.0,11398826.0
1484784000,895.798875,260588.21802822,234505943.28577545,43734448.33771,516338.0,11421609.0
1484870400,893.6210875,256692.90188916,230407548.73571002,27016866.76275787,516009.0,11442446.0
1484956800,920.4479,222988.6857433,206063844.49538353,31572727.70973658,484668.0,11462398.0
1485043200,918.603625,229821.85079932,210976459.03377578,41096750.85565452,428797.0,11482516.0
1485129600,922.0736125,215184.89071341,198400469.237764,24607895.53005694,426712.0,11505686.0
1485216000,890.320225,263431.86998189,234204104.00739932,43906538.86741937,497858.0,11527544.0
1485302400,893.045625,304488.2432251,271755757.07840174,29651242.14920385,514638.0,11549342.0
1485388800,915.95625,251581.08007285,230425627.04952404,26226846.707464296,518118.0,11570337.0
1485475200,919.27975,188459.94044311,172944033.54642877,24900535.156715058,462950.0,11591356.0
1485561600,920.31225,120787.04258111,110954977.31500764,12103240.458089076,461291.0,11611762.0
1485648000,915.933,143425.20631994,130997412.19231722,8485259.812167948,438727.0,11631342.0
1485734400,921.1793250000001,161054.23778466,147934759.5747216,14680425.28053736,449341.0,11653093.0
1485820800,964.706075,227771.61979507,219553619.75286385,50109300.357485116,523036.0,11676600.0
1485907200,979.7038749999999,271145.34475943,265703457.6901082,35717457.43385989,599052.0,11699453.0
1485993600,1007.6137125,206551.92554845,208080409.79750854,49171054.91265412,452585.0,11722629.0
1486080000,1013.027,264280.11267604,267715754.1408285,54515239.48692956,560374.0,11744910.0
1486166400,1030.9994125,212973.24356728,219852279.33450314,43595760.47694484,500098.0,11766900.0
1486252800,1014.837725,187004.44446692,189360700.46720317,32909742.49056232,510277.0,11788875.0
1486339200,1024.01375,213855.38526736,218667131.4358756,27544311.114128727,440409.0,11811899.0
1486425600,1050.1100000000001,252326.78910876,265069291.95875236,40471212.353163786,557390.0,11835231.0
1486512000,1052.3766125,256176.10035691,268446935.56400603,63366305.51740329,516490.0,11857977.0
1486598400,976.1030000000001,362368.05211338,354395954.9668856,141974564.61620772,575007.0,11880316.0
1486684800,999.1034999999999,296633.84790504,295832936.5156964,64475260.19908332,507435.0,11901993.0
1486771200,1008.8466625,162125.91361094,162450165.43816188,29598254.94199764,474676.0,11922903.0
1486857600,1000.604625,117232.79396981,116833030.14237295,14753502.29439118,422084.0,11943593.0
1486944000,999.877375,193640.68463432,193290194.99513188,29689012.949139353,503160.0,11965919.0
1487030400,1011.78025,227168.88374706,230076645.45902234,39199176.35124729,530239.0,11987965.0
1487116800,1012.3259875,199854.02097992,202631991.87154087,22919392.2049625,495896.0,12009557.0
1487203200,1035.2081249999999,209183.4262181,216881376.3029261,41105343.50097638,489189.0,12032820.0
1487289600,1055.53685,259513.03488817,274772401.33959436,50584844.50901646,550072.0,12054884.0
1487376000,1056.6371374999999,167671.19316705,177697930.51843956,29732832.51673826,510385.0,12076602.0
1487462400,1052.7792857142856,162299.8912049,171469835.05797684,18054662.2987521,458998.0,12096833.0
1487548800,1084.7550125,177737.95528138,194658608.62416738,32526100.41369879,503952.0,12119410.0
1487635200,1123.7884285714285,211907.88037714,239455904.8261682,67820657.9251045,487720.0,12142735.0
1487721600,1123.2231875,198255.61148781,223493550.8302082,59657200.093271285,489247.0,12165897.0
1487808000,1172.01715,278550.22799493,329524919.7180022,70101141.96999004,551454.0,12189249.0
1487894400,1174.86625,319779.86179592,377500126.8500836,137557162.43656254,590852.0,12212766.0
1487980800,1150.6057142857142,198406.55252016,227869925.56940377,44343352.24492109,561871.0,12237328.0
1488067200,1175.0497500000001,168919.1928246,199679377.83795965,32750847.123128362,462926.0,12259730.0
1488153600,1190.75195,221116.89378023,263969347.79483855,39226303.274664536,501496.0,12284096.0
1488240000,1187.5652857142857,214370.21734414,254779003.3135104,44954233.92674727,542156.0,12309173.0
1488326400,1222.4994000000002,234425.17026874,288085091.7432546,60151968.377197854,531642.0,12331325.0
1488412800,1259.4108166666667,345021.20794765,434381700.80609137,83439118.76588912,565741.0,12352066.0
1488499200,1285.14,330581.43064597,426416987.39023674,64767014.966313675,583122.0,12373763.0
1488585600,1267.0272,203694.74476294,257999763.7167398,30448848.511100117,489871.0,12393892.0
1488672000,1270.9333,172858.20186682,220204063.358142,27572866.812270917,524842.0,12413383.0
1488758400,1275.197375,228758.88887804,292399611.7639107,38898409.98370173,537228.0,12433044.0
1488844800,1238.4470000000001,269327.676729,333212201.6491188,102987980.74901986,571328.0,12453478.0
1488931200,1157.3933,260435.17886991,301922502.86388665,101928717.12295525,526232.0,12473057.0
1489017600,1192.4691428571427,221691.7612012,264212240.99959013,64999435.16003756,541481.0,12492436.0
1489104000,1098.6171285714286,274668.64675411,300514966.41367173,227913163.14667737,551014.0,12511003.0
1489190400,1179.159875,208984.53651967,245097064.43026894,82143460.83637705,518975.0,12528656.0
1489276800,1227.494625,174427.09894039,213603425.36240157,52464174.42203355,422478.0,12545254.0
1489363200,1239.816225,247252.04938695,305232654.9681898,67990532.0203525,516184.0,12563447.0
1489449600,1245.3707857142856,273550.07405817,340925457.2986973,51575349.191295885,561534.0,12581602.0
1489536000,1257.399625,255049.7728582,321158673.98304546,48633668.4881237,526478.0,12599825.0
1489622400,1180.945657142857,423293.50775359,498470434.73062754,125468036.18318745,594405.0,12619042.0
1489708800,1091.1718875,476895.83810503,519387257.28018814,145734375.19879827,532933.0,12639003.0
1489795200,952.2323625,380629.78813809,358857764.2565912,167014110.7836648,505650.0,12656618.0
1489881600,1029.8008125000001,245744.71242082,251863755.76009843,94921242.90584181,512175.0,12673511.0
1489968000,1049.0844875,290510.52495268,302711967.00069255,58718869.96288475,512637.0,12691470.0
1490054400,1118.6300428571428,302496.85816488,338645232.7155832,78169421.51979661,541181.0,12709860.0
1490140800,1028.7268625,370726.22267649,378214892.3745552,97353030.7961921,572753.0,12728925.0
1490227200,1038.789,301915.09373221,311908483.3347461,47857364.16172551,537474.0,12748358.0
1490313600,941.9197142857143,420627.1495177,393959388.23827785,83342548.58983836,540389.0,12767467.0
1490400000,959.3400857142857,331578.1227706,317578894.4272253,104602038.36913723,490876.0,12785093.0
1490486400,956.7863125,237293.77609117,225668754.00046358,71646630.04780254,468755.0,12800919.0
1490572800,1037.2292499999999,303796.69769049,314065026.0724285,79080569.24120276,459507.0,12818152.0
1490659200,1046.127625,409096.06396882,427464477.24102,70342663.94495207,553956.0,12836242.0
1490745600,1040.5755,257967.03423884,268053545.27757862,61677763.73387659,534779.0,12853530.0
1490832000,1037.90455,325048.83020474,338050783.4129296,65011056.2650536,521047.0,12870915.0
1490918400,1079.5493142857142,423794.82037002,458122200.8199916,75018988.16812257,489451.0,12888060.0
1491004800,1086.9295714285713,252602.18715338,275462685.0907609,40562346.19171107,502790.0,12905207.0
1491091200,1099.169125,252573.88295539,279296199.7720702,59295644.25587124,501562.0,12921247.0
1491177600,1141.813,309041.24788389,352832392.70903724,90396475.17006625,564024.0,12938853.0
1491264000,1141.6003625,299821.15178945,341916041.50068885,67370298.17887816,496730.0,12957995.0
1491350400,1133.0793142857142,322587.26112205,366491387.360761,58001639.01304203,577216.0,12976517.0
1491436800,1196.3079375,310928.71300604,373394291.4489535,92291084.78897868,548639.0,12995484.0
1491523200,1190.45425,324783.48942373,387791486.37193364,60427563.19576686,542131.0,13013593.0
1491609600,1181.1498375,165045.77107404,195546229.5685226,31335396.147668086,468193.0,13029552.0
1491696000,1208.8005,182076.11124803,221823326.33347496,45470746.36708978,489532.0,13044154.0
1491782400,1207.744875,227965.84717279,276910114.56078804,41204040.55288183,548200.0,13060756.0
1491868800,1226.6170375,287518.62478869,356178072.3882292,39985187.81933621,582103.0,13078292.0
1491955200,1218.92205,263669.09990781,324655762.7164864,41882984.8895408,548651.0,13095200.0
1492041600,1180.0237125,248404.68272295,295378008.2258598,61700362.55843429,449521.0,13112613.0
1492128000,1185.2600571428572,296751.88904413,357882778.18722075,43219939.69092474,558990.0,13129058.0
1492214400,1184.8806714285713,231541.1593159,277386308.8604482,21547006.668841098,520821.0,13143766.0
1492300800,1186.9274125,205031.12669603,248846278.4709716,19916836.26311818,429263.0,13157931.0
1492387200,1205.634875,282897.44959563,350736258.00866205,45260449.243080854,469209.0,13174781.0
1492473600,1216.1867428571427,282978.36157806,358703371.13634884,51782316.24403811,553138.0,13193214.0
1492560000,1217.9300875,250893.42365191,318007414.47879595,38464163.437011,566248.0,13210892.0
1492646400,1241.6863250000001,280159.86952511,362526871.16549236,61652281.026328936,491206.0,13228570.0
1492732800,1258.3614125,259347.85571417,343765582.74913234,42287714.16804253,612635.0,13245107.0
1492819200,1261.311225,176541.94408056,237925578.0373707,47589977.23383464,530089.0,13261327.0
1492905600,1257.9881125,159473.77433973,216214543.24980593,48203962.263300814,490003.0,13277259.0
1492992000,1262.902775,218198.46856078,275563451.4461593,39096538.33477005,449880.0,13295023.0
1493078400,1279.4146875000001,306659.17747446,392344255.7174933,45876269.76824805,580200.0,13313643.0
1493164800,1309.109875,286080.06265388,374510235.060813,64754541.495937236,606556.0,13332202.0
1493251200,1345.3539125,299790.68872916,403324576.01284504,62204334.61485792,554691.0,13350970.0
1493337600,1331.2944285714286,317159.21835551,422232300.3667596,61518505.25318574,582826.0,13369326.0
1493424000,1334.9790375,268392.2710741,358298055.7109411,45569576.92016287,634025.0,13386157.0
1493510400,1353.0045,199722.12699511,270224936.5739553,43853713.714990795,526652.0,13401555.0
1493596800,1417.1728125,312196.23083799,442436010.50857353,102136864.53701383,542847.0,13419295.0
1493683200,1452.0762875,316525.2120617,459618754.83070356,86306466.16076525,609090.0,13439324.0
1493769600,1507.5768571428573,317492.17304151,478643852.40137583,98768076.02241386,547221.0,13459052.0
1493856000,1508.292125,397991.61086844,600287612.4889325,178681011.55674708,676230.0,13480936.0
1493942400,1533.3350714285714,373364.40609694,572492738.2915376,136654833.4594339,523629.0,13503518.0
1494028800,1560.4102,303559.11870245,473676745.12631375,68907283.75413479,677421.0,13523985.0
1494115200,1535.8684285714285,276993.75885732,425425969.14028525,62492472.18849168,581369.0,13542684.0
1494201600,1640.619225,438151.01403153,718838977.0733728,139627613.28551883,691480.0,13564021.0
1494288000,1721.2849714285715,442341.02894682,761394965.372412,167512042.52841023,621156.0,13587310.0
1494374400,1762.88625,416118.5243082,733569624.8732165,131817395.91052718,592447.0,13611433.0
1494460800,1820.9905625,364410.76342711,663588561.0741874,151505814.83102825,568521.0,13634929.0
1494547200,1720.4785,343919.54287192,591706179.2409666,139214052.65164253,600568.0,13658065.0
1494633600,1771.9200125,250751.31640067,444311275.6910667,111469417.308369,623293.0,13681547.0
1494720000,1776.3165,246099.90830126,437151327.7640151,61547076.230614714,691330.0,13703661.0
1494806400,1723.1269375,401257.57947956,691417744.0772771,102816017.7328264,636246.0,13728806.0
1494892800,1739.031975,332635.73045983,578464171.2971259,108385267.36933565,453290.0,13754432.0
1494979200,1807.4850625,518560.40861632,937290192.5778947,132248945.78021987,591515.0,13780592.0
1495065600,1899.0828875,356585.58290426,677185578.4226928,110766531.51847771,570189.0,13805977.0
1495152000,1961.5204875,437720.10435873,858596952.490287,154137281.04762277,633617.0,13831826.0
1495238400,2052.9097875,331908.79839663,681378820.7858061,136549462.17992795,646325.0,13855725.0
1495324800,2046.5344625,266554.69422871,545513367.8802049,128454137.15352945,608719.0,13880971.0
1495411200,2090.6623125,425013.92921845,888560604.104556,295717901.86295235,604610.0,13911418.0
1495497600,2287.7102875,448744.85299926,1026598216.6690824,203482045.58008078,687290.0,13948531.0
1495584000,2379.1938333333333,450541.37638858,1071925264.3652219,248904779.14844665,631835.0,13984593.0
1495670400,2387.2062857142855,506576.47791631,1209302552.2768192,401279047.70303935,659055.0,14025468.0
1495756800,2211.976857142857,427853.65763293,946402388.9279644,324426983.6410173,641520.0,14060114.0
1495843200,2014.0529625,320932.55895422,646375171.1244526,321289966.61279124,651462.0,14086510.0
1495929600,2192.9808,236729.17066887,519142526.07675505,185870201.0672532,592662.0,14109805.0
1496016000,2275.9307,252272.09723391,574153810.8480408,133826839.14723794,594355.0,14137661.0
1496102400,2239.2053428571426,399669.58091842,894942260.9700011,148703191.10427397,634488.0,14164776.0
1496188800,2285.9339142857143,373509.98690076,853819146.3808601,204425185.1255558,614126.0,14191518.0
1496275200,2399.2426714285716,394084.67517878,945504768.844997,198826825.00748628,610354.0,14218866.0
1496361600,2446.142414285714,296956.94054565,726398967.4852356,122456001.78464411,534561.0,14245077.0
1496448000,2525.7651584699997,324123.98086806,818661057.9011428,129006639.1283743,601583.0,14268112.0
1496534400,2516.173142857143,249413.35979832,627567197.3942982,120095754.43380383,537387.0,14290963.0
1496620800,2698.3138125,295172.70586174,796468589.2997327,168803116.2943173,576032.0,14316618.0
1496707200,2883.3136966371426,307402.77109944,886338620.2952278,371264851.94856316,617593.0,14345800.0
1496793600,2664.9208625,331375.38349026,883089172.7821319,205713695.0411865,657364.0,14375398.0
1496880000,2792.9991875,290137.13023306,810352769.0045183,174094195.56920913,609712.0,14401811.0
1496966400,2827.4913,240141.37976078,678997662.0436015,108367646.93500721,571964.0,14427305.0
1497052800,2845.3728571428574,235847.89724848,671075205.2450426,154123952.09749928,516474.0,14451045.0
1497139200,2961.8296124999997,221919.00747566,657286287.9180186,181774994.37694332,467561.0,14474934.0
1497225600,2657.6750625,316030.55631783,839906528.5138986,393739719.8560203,538624.0,14504349.0
1497312000,2748.185085714286,308894.41280565,848899018.3329592,204283558.77325466,611325.0,14533360.0
1497398400,2447.0415625,307843.1224549,753304915.3769174,268520562.44632876,565868.0,14559986.0
1497484800,2442.48025,299371.01404504,731207789.2274828,435834778.6454966,577610.0,14587846.0
1497571200,2464.9598142857144,253325.07100154,624436119.9698714,195907758.54303885,536165.0,14613236.0
1497657600,2665.927,201087.12132022,536083586.0798502,158849628.78788093,477378.0,14635922.0
1497744000,2507.389252144286,208500.29865902,522791407.9265004,146939437.21946678,433246.0,14657444.0
1497830400,2617.2102625,233129.0732389,610147802.9679632,146249310.0476668,532642.0,14683513.0
1497916800,2754.97825,258544.74981891,712285162.4027885,204123502.96961603,594425.0,
1498003200,2671.04325,308347.88784242,823610544.4732531,208033200.75403142,585194.0,
1498089600,2727.2880125,253845.76609373,692310514.8913088,143429984.70501465,534177.0,
1498176000,2710.4122857142856,204918.92534913,555414772.8416505,91452068.35525821,506612.0,
1498262400,2589.1648875,160292.30208351,415023200.2911672,146373123.47503456,469727.0,
1498348800,2512.3662857142854,202855.97048157,509648501.09374875,135111001.58831695,378448.0,
1498435200,2436.4510571428573,285169.5864067,694801740.2655957,237329706.38785124,515883.0,
1498521600,2517.9031142857143,288802.47535433,727176652.1080906,239311708.3413396,556158.0,
1498608000,2585.349185714286,279697.55591561,723115848.4326982,157399624.66481197,549136.0,
1498694400,2544.414475,239702.98533171,609903745.5787156,107906654.0618434,467647.0,
1498780800,2477.641375,303255.86546903,751359279.4975026,103718383.04063688,533427.0,
1498867200,2434.0778625,207610.57403305,505340302.27476436,105511589.73927331,440616.0,
1498953600,2501.191342857143,188590.97610916,471702116.78520924,96748666.51122706,409305.0,
1499040000,2561.225428571429,232652.8030842,595876275.2876743,131455113.20711017,497458.0,
1499126400,2599.7298375,218824.71327885,568885136.2934088,130187106.93450896,548401.0,
1499212800,2619.1875030042856,278939.28636151,730594292.9350008,119861961.70348343,476016.0,
1499299200,2609.96775,206326.43151146,538505332.2174942,93522266.98794703,459294.0,
1499385600,2491.201214285714,287325.35650684,715785277.0249153,116912656.4443124,559413.0,
1499472000,2562.1306624999997,218043.17962244,558655116.2596486,91133549.9590164,451048.0,
1499558400,2536.2389375,256245.374237,649899495.6941388,56620250.183561996,390402.0,
1499644800,2366.1701428571428,290340.44612291,686994894.8798525,163706108.82153362,567052.0,
1499731200,2369.8621285714285,274884.66552628,651438758.5557551,184411999.56184912,563334.0,
1499817600,2385.7485714285717,238240.26823744,568381379.6042322,153172924.85336658,513002.0,
1499904000,2354.7834166666667,188415.37831089,443677408.2914601,106346343.51029706,489848.0,
1499990400,2190.947833333333,222073.27749605,486550966.1712028,133121604.15202287,473082.0,
1500076800,2058.9955999999997,217740.56141369,448326857.8923175,205297978.82580423,446599.0,
1500163200,1931.2143,238872.7911214,461314550.09456074,152530374.28804657,406436.0,
1500249600,2176.6234875,261954.17112031,570175601.509061,242313696.00736725,475431.0,
1500336000,2320.12225,267137.09795138,619790724.7574261,262461203.84922445,561055.0,
1500422400,2264.7657,258217.49167811,584802118.292619,186988238.2237867,519400.0,
1500508800,2898.1884166666664,260620.10265072,755326162.6527942,281540460.6510425,477427.0,
1500595200,2682.1953625,253053.57998798,678739138.7077827,384806565.89971805,542764.0,
1500681600,2807.609857142857,177447.78049873,498204137.65635633,215642445.09162393,433135.0,
1500768000,2725.549716666667,155550.21819622,423959853.13214564,169964412.20341045,353197.0,
1500854400,2751.821028571429,200745.03152739,552414399.1383063,139976350.7537848,469352.0,
1500940800,2560.9979166666667,296056.23190559,758199393.1263995,288015952.52724457,511831.0,
1501027200,2495.028585714286,271020.03428842,676202732.8508738,176626997.82260647,460146.0,
1501113600,2647.625,312691.77266599,827890554.6047918,146490393.91523167,443425.0,
1501200000,2781.636583333333,477537.03043209,1328334473.7462647,232077673.06113806,487086.0,
1501286400,2722.512785714286,341085.52993273,928609716.2639903,127294021.51886895,416822.0,
1501372800,2745.955416666666,408316.71911196,1121219506.5610483,152859034.1212597,386558.0,
1501459200,2866.431666666667,618414.99003852,1772644310.587765,127009234.07663846,485988.0,
1501545600,2710.4130666666665,505161.32127589,1369195845.9607701,214878001.37883702,301131.0,
1501632000,2693.6339833333336,524484.35295545,1412768876.8473947,117440138.30737165,403175.0,
1501718400,2794.117716666666,347500.15006616,970956325.8441828,113131475.0368071,427728.0,
1501804800,2873.8510833333335,416334.92143627,1196484564.9991229,106217903.3954463,467900.0,
1501891200,3218.1150166666666,305693.18522792,983755829.8746343,344352179.13661176,463849.0,
1501977600,3252.5625333333332,321040.55690193,1044204487.0596856,122798187.41230571,408435.0,
1502064000,3407.2268333333336,406656.61751305,1385571339.143034,198345493.0300774,512717.0,
1502150400,3457.374333333333,360275.33482536,1245606695.5582724,241759565.088791,587787.0,
1502236800,3357.326316666667,240405.45275459,807119553.20315,199170113.9757855,532314.0,
1502323200,3424.4042000000004,281254.30230846,963128414.0931603,153824056.618621,550474.0,
1502409600,3632.5066666666667,272963.77444305,991542730.4228753,195208159.0426822,580987.0,
1502496000,3852.8029142857145,225972.98654355,870629381.104836,332122906.1376139,530699.0,
1502582400,4125.54802,224562.88412238,926444961.9565743,381628414.1546703,516470.0,
1502668800,4282.992,203972.34514715,873611922.4864823,168021272.43739656,542909.0,
1502755200,4217.028328571429,286004.19119451,1206087776.3574076,592573698.1099374,650899.0,
1502841600,4360.876871428572,225303.95287487,982522797.1334535,341988374.47941643,543436.0,
1502928000,4328.725716666667,304554.25517204,1318331836.4834719,351792037.6683817,631515.0,
1503014400,4130.440066666667,275331.80887693,1137241535.0130806,373082615.7580361,580732.0,
1503100800,4222.662214285714,313472.69392998,1323689299.868477,322665040.3965485,535350.0,
1503187200,4157.958033333333,181583.87597231,755018135.82287,177654410.0991067,444725.0,
1503273600,4043.722,202649.23936119,819457187.4881101,123200186.5123889,501755.0,
1503360000,4082.180983333333,215933.01456173,881477645.717734,504190986.2284156,419158.0,
1503446400,4174.95,253757.86221134,1059426386.8392339,257486335.94864237,628516.0,
1503532800,4340.316716666667,174190.8736831,756043560.9375308,218844386.90985695,423332.0,
1503619200,4363.05445,175375.84051831,765174341.3959026,246665524.6292582,471224.0,
1503705600,4360.5133166666665,159815.1929658,696876277.1330239,139377309.63647735,472784.0,
1503792000,4354.308333333333,179468.16791116,781459739.10363,112660557.88651253,509082.0,
1503878400,4391.673516666667,210661.0287116,925154460.78649,209634566.49566853,504370.0,
1503964800,4607.98545,248443.81227569,1144825472.108911,317010671.8548901,593017.0,
1504051200,4594.98785,219995.30221876,1010875740.7522804,202687613.63990694,565808.0,
1504137600,4748.255,251079.61705344,1192190047.0720818,220351499.90188968,589297.0,
1504224000,4911.740016666667,250015.72065525,1228012219.9381464,338585244.3527807,591520.0,
1504310400,4580.387479999999,200475.91684273,918257379.5479615,440710136.09662324,536081.0,
1504396800,4648.159983333334,171234.72742958,795926407.7951646,308302328.0212997,437076.0,
1504483200,4344.0983166666665,327474.10651346,1422579714.8570423,513527217.62500376,561328.0,
1504569600,4488.72014,312706.91971194,1403653848.428348,467133132.4971322,601576.0,
1504656000,4641.822016666666,290191.55564021,1347017552.0214765,384503428.8177615,587813.0,
1504742400,4654.6585000000005,271002.52448286,1261424204.1056025,222544560.6030448,526959.0,
1504828800,4310.750183333334,237606.1057972,1024260564.1263994,503768705.75522035,606485.0,
1504915200,4375.55952,177865.07807325,778259235.6389524,117381164.67126147,452503.0,
1505001600,4329.955,202190.24353681,875474655.9534281,331793077.94070375,412029.0,
1505088000,4248.090016666666,199829.21737278,848892503.3596199,250115590.4300298,537474.0,
1505174400,4219.036616666667,214844.90570682,906438524.081371,311636501.2654974,549109.0,
1505260800,3961.2712666666666,253233.20588187,1003125422.2257359,541722553.5428387,543777.0,
1505347200,3319.6299999999997,268015.09325095,889710944.008651,736178849.3809645,552954.0,
1505433600,3774.2652833333336,398314.8351992,1503345854.3289788,1267434715.9679632,637364.0,
1505520000,3763.62604,200156.99323125,753316071.8132362,474370445.6741123,486762.0,
1505606400,3746.060783333333,152686.24196026,571971943.1618744,249840870.73816603,433778.0,
1505692800,4093.316666666667,204865.32804505,838578661.7089373,425335356.12640965,481944.0,
1505779200,3943.4133333333334,217573.26794229,857981325.7805322,349157038.32297957,578178.0,
1505865600,3977.5616666666665,185140.23704425,736406709.8247888,229919029.84766248,480582.0,
1505952000,3658.8981833333332,188302.13751506,688978348.8716365,385065464.59772885,533108.0,
1506038400,3637.5025499999997,198889.92837967,723462621.6503669,317303697.7252074,515183.0,
1506124800,3776.3869,131990.54339702,498447359.0083878,179361985.99126774,427804.0,
1506211200,3703.0406500000004,97112.70530596,359612295.3794406,138592392.42948055,383448.0,
1506297600,3942.5550000000003,257132.18201588,1013757769.8676178,284073950.9391744,505248.0,
1506384000,3910.3073833333333,197991.63520779,774208152.9912612,175299977.81306127,544621.0,
1506470400,4202.554983333333,171774.68540903,721892560.1762347,357673848.68951017,548154.0,
1506556800,4201.98905,200215.26199905,841302338.5628893,275531143.16024274,561792.0,
1506643200,4193.574666666666,173950.30273959,729473582.8277419,289284083.40954936,569237.0,
1506729600,4335.368316666667,152977.6778886,663214577.8754754,222088521.6719822,467807.0,
1506816000,4360.722966666667,114609.74281977,499781337.7179312,171779832.26780057,416589.0,
1506902400,4386.88375,193317.80496273,848062737.1766696,250398347.64562908,606137.0,
1506988800,4293.3066,161042.77865506,691406024.4821082,256471830.90792736,591541.0,
1507075200,4225.175,140052.46334532,591746166.8150624,204003764.2335958,496067.0,
1507161600,4338.852,187702.46646302,814413222.0180073,87904264.41542768,552622.0,
1507248000,4345.6033333333335,164357.36732411,714231923.3015436,205812106.35166645,609682.0,
1507334400,4376.191666666667,126440.90615085,553329639.8231318,89524651.87038891,505784.0,
1507420800,4602.280883333334,146926.16652954,676195487.4803518,282133882.84246814,496285.0,
1507507200,4777.967816666666,234154.70571002,1118783648.00353,397258570.199554,585027.0,
1507593600,4782.28,245520.32265177,1174146928.6111066,347920434.56,613363.0,
1507680000,4819.485766666667,173808.05965199,837665469.6247169,296445764.4234614,604454.0,
1507766400,5325.130683333333,207938.59265468,1107300179.9945877,680358364.3266706,588009.0,
1507852800,5563.806566666666,260329.37920745,1448422309.530667,953598649.4834647,660223.0,
