,EpochDate,no_submissions,tax_NEG,tax_NEU,tax_POS,ban_NEG,ban_NEU,ban_POS,DMS_NEG,DMS_NEU,DMS_POS,bitcoin_NEG,bitcoin_NEU,bitcoin_POS
633,1537920000,309,0,0,1,10,2,0,6,17,13,22,73,64
634,1538006400,273,2,0,3,1,0,1,5,17,15,21,53,50
635,1538092800,285,0,0,0,6,0,0,5,16,11,23,74,57
636,1538179200,244,0,0,1,2,0,0,4,13,4,19,64,53
637,1538265600,222,1,0,1,1,0,0,1,8,16,20,51,66
638,1538352000,255,1,0,1,1,0,0,2,5,12,19,56,58
639,1538438400,268,0,0,0,1,0,0,2,5,16,24,57,72
640,1538524800,264,1,2,1,2,0,0,0,10,15,18,38,61
641,1538611200,263,0,1,0,0,0,0,9,19,16,27,67,66
642,1538697600,246,0,3,2,1,0,2,5,6,9,28,52,59
643,1538784000,170,0,0,2,0,0,0,2,6,12,11,54,33
644,1538870400,155,0,0,0,0,0,0,5,3,10,13,31,28
645,1538956800,225,0,0,1,0,0,1,3,2,10,29,50,50
646,1539043200,251,0,1,3,1,0,0,7,6,12,15,55,54
647,1539129600,246,0,0,3,0,0,1,5,7,15,24,41,48
648,1539216000,291,0,0,0,3,0,0,8,7,13,35,54,46
649,1539302400,241,0,0,0,2,0,1,5,9,15,27,54,60
650,1539388800,175,2,0,2,1,0,0,4,7,11,14,30,42
651,1539475200,196,0,0,1,1,0,0,3,8,9,11,43,46
652,1539561600,346,0,0,0,3,0,1,21,35,22,35,82,63
653,1539648000,301,0,0,3,1,0,1,2,9,23,20,66,67
654,1539734400,274,0,0,2,0,0,0,9,10,10,26,54,59
655,1539820800,253,1,0,1,1,0,1,3,19,6,20,64,50
656,1539907200,245,0,0,1,4,0,0,6,14,10,26,56,46
657,1539993600,193,0,0,0,1,0,0,4,7,10,14,41,41
658,1540080000,142,0,0,0,1,0,0,3,5,12,12,28,34
659,1540166400,246,0,0,2,2,1,0,2,8,7,15,60,47
660,1540252800,282,1,0,1,1,0,0,4,7,22,20,61,74
661,1540339200,258,0,0,1,0,0,0,3,6,13,19,56,57
662,1540425600,226,0,0,0,1,0,0,1,6,15,16,52,52
663,1540512000,236,0,0,0,0,0,0,5,6,14,18,47,54
664,1540598400,182,0,2,3,0,0,1,1,5,15,6,39,56
665,1540684800,155,0,0,0,0,0,2,1,3,5,10,26,44
666,1540771200,255,0,1,0,2,0,0,6,8,11,18,57,46
667,1540857600,260,0,0,3,1,0,0,0,6,13,20,59,49
668,1540944000,309,0,1,0,3,1,0,2,9,9,17,70,87
669,1541030400,303,0,0,1,4,0,0,5,10,10,21,71,67
670,1541116800,221,0,1,1,1,0,0,4,11,10,20,58,44
671,1541203200,183,1,1,1,0,0,0,3,10,11,10,36,39
672,1541289600,167,1,1,1,0,0,0,2,5,7,13,47,31
673,1541376000,218,1,1,0,0,0,0,4,8,12,17,43,42
674,1541462400,282,0,0,1,0,0,0,4,12,20,22,69,60
675,1541548800,249,1,2,0,1,0,0,4,10,16,20,61,48
676,1541635200,219,1,1,1,2,0,0,3,6,10,16,45,38
677,1541721600,233,2,1,1,2,2,0,4,7,8,23,54,35
678,1541808000,155,1,0,1,0,1,1,4,8,7,12,30,27
679,1541894400,162,1,0,1,0,0,1,5,4,10,14,35,34
680,1541980800,253,1,1,2,1,0,0,6,9,19,29,55,69
681,1542067200,247,1,1,0,2,0,1,5,10,8,31,62,48
682,1542153600,331,0,1,0,0,0,0,12,15,8,43,61,48
683,1542240000,344,1,0,0,0,0,0,15,15,28,39,62,87
684,1542326400,285,0,0,0,1,2,0,7,13,9,35,49,58
685,1542412800,209,0,0,0,1,0,0,3,6,10,22,38,48
686,1542499200,180,0,1,0,0,0,0,4,13,6,15,37,39
687,1542585600,358,0,1,3,1,0,1,10,24,18,28,77,51
688,1542672000,517,1,0,2,4,0,0,20,23,26,76,94,97
689,1542758400,375,3,1,0,2,0,0,18,12,28,57,67,92
690,1542844800,262,0,0,3,2,0,1,4,9,9,28,58,66
691,1542931200,313,1,1,2,0,0,2,9,14,23,33,67,64
692,1543017600,272,0,1,1,2,0,0,9,14,15,34,47,63
693,1543104000,434,1,2,3,0,0,1,16,14,23,56,75,90
694,1543190400,376,1,9,16,0,0,0,10,14,29,46,77,91
695,1543276800,348,1,6,2,1,0,0,10,13,24,47,87,87
696,1543363200,327,1,3,2,1,0,1,12,20,13,25,79,78
697,1543449600,295,0,1,3,0,0,0,4,12,11,27,62,63
698,1543536000,256,1,3,0,0,0,1,9,9,14,25,50,48
699,1543622400,199,0,1,2,0,0,0,3,6,16,20,46,50
700,1543708800,201,0,0,1,2,0,0,7,4,11,17,33,53
701,1543795200,288,0,0,0,1,0,0,3,8,19,30,70,72
