Day,Bitcoin
2018-01-14,312.95675486741965
2018-01-15,320.7806737391051
2018-01-16,594.6178342480973
2018-01-17,782.391887168549
2018-01-18,563.3221587613554
2018-01-19,406.8437813276455
2018-01-20,352.0763492258471
2018-01-21,320.7806737391051
2018-01-22,367.72418696921807
2018-01-23,344.2524303541616
2018-01-24,328.60459261079063
2018-01-25,305.1328359957341
2018-01-26,312.95675486741965
2018-01-27,289.48499825236314
2018-01-28,266.0132416373067
2018-01-29,273.83716050899216
2018-01-30,289.48499825236314
2018-01-31,312.95675486741965
2018-02-01,383.37202471258905
2018-02-02,508.5547266595569
2018-02-03,336.4285114824761
2018-02-04,297.30891712404866
2018-02-05,492.90688891618595
2018-02-06,625.9135097348393
2018-02-07,406.8437813276455
2018-02-08,336.4285114824761
2018-02-09,297.30891712404866
2018-02-10,250.3654038939357
2018-02-11,226.89364727887923
2018-02-12,250.3654038939357
2018-02-13,226.89364727887923
2018-02-14,234.71756615056472
2018-02-15,250.3654038939357
2018-02-16,226.89364727887923
2018-02-17,219.06972840719374
2018-02-18,219.06972840719374
2018-02-19,211.24580953550824
2018-02-20,226.89364727887923
2018-02-21,234.71756615056472
2018-02-22,211.24580953550824
2018-02-23,187.77405292045177
2018-02-24,172.1262151770808
2018-02-25,164.30229630539532
2018-02-26,179.9501340487663
2018-02-27,179.9501340487663
2018-02-28,172.1262151770808
2018-03-01,156.47837743370982
2018-03-02,156.47837743370982
2018-03-03,156.47837743370982
2018-03-04,140.83053969033884
2018-03-05,156.47837743370982
2018-03-06,156.47837743370982
2018-03-07,179.9501340487663
2018-03-08,179.9501340487663
2018-03-09,187.77405292045177
2018-03-10,148.65445856202433
2018-03-11,140.83053969033884
2018-03-12,164.30229630539532
2018-03-13,148.65445856202433
2018-03-14,172.1262151770808
2018-03-15,195.59797179213726
2018-03-16,164.30229630539532
2018-03-17,148.65445856202433
2018-03-18,179.9501340487663
2018-03-19,172.1262151770808
2018-03-20,156.47837743370982
2018-03-21,148.65445856202433
2018-03-22,148.65445856202433
2018-03-23,133.00662081865335
2018-03-24,125.18270194696785
2018-03-25,117.35878307528236
2018-03-26,156.47837743370982
2018-03-27,148.65445856202433
2018-03-28,140.83053969033884
2018-03-29,164.30229630539532
2018-03-30,187.77405292045177
2018-03-31,140.83053969033884
2018-04-01,148.65445856202433
2018-04-02,156.47837743370982
2018-04-03,140.83053969033884
2018-04-04,133.00662081865335
2018-04-05,148.65445856202433
2018-04-06,148.65445856202433
2018-04-07,125.18270194696785
2018-04-08,117.35878307528236
2018-04-09,133.00662081865335
2018-04-10,133.00662081865335
2018-04-11,125.18270194696785
2018-04-12,156.47837743370982
2018-04-13,156.47837743370982
2018-04-14,117.35878307528236
2018-04-15,117.35878307528236
2018-04-16,125.18270194696785
2018-04-17,117.35878307528236
2018-04-18,117.35878307528236
2018-04-19,125.18270194696785
2018-04-20,133.00662081865335
2018-04-21,125.18270194696785
2018-04-22,117.35878307528236
2018-04-23,125.18270194696785
2018-04-24,156.47837743370982
2018-04-25,140.83053969033884
2018-04-26,125.18270194696785
2018-04-27,117.35878307528236
2018-04-28,109.53486420359687
2018-04-29,109.53486420359687
2018-04-30,109.53486420359687
2018-05-01,108.92857142857142
2018-05-02,105.35714285714286
2018-05-03,117.85714285714286
2018-05-04,114.28571428571428
2018-05-05,110.71428571428572
2018-05-06,108.92857142857142
2018-05-07,114.28571428571428
2018-05-08,112.5
2018-05-09,105.35714285714286
2018-05-10,108.92857142857142
2018-05-11,123.21428571428572
2018-05-12,101.78571428571428
2018-05-13,94.64285714285714
2018-05-14,108.92857142857142
2018-05-15,101.78571428571428
2018-05-16,103.57142857142858
2018-05-17,96.42857142857143
2018-05-18,101.78571428571428
2018-05-19,83.92857142857143
2018-05-20,87.5
2018-05-21,94.64285714285714
2018-05-22,98.21428571428571
2018-05-23,116.07142857142858
2018-05-24,112.5
2018-05-25,96.42857142857143
2018-05-26,83.92857142857143
2018-05-27,85.71428571428571
2018-05-28,96.42857142857143
2018-05-29,101.78571428571428
2018-05-30,96.42857142857143
2018-05-31,89.28571428571429
2018-06-01,83.92857142857143
2018-06-02,80.35714285714286
2018-06-03,82.14285714285714
2018-06-04,87.5
2018-06-05,87.5
2018-06-06,87.5
2018-06-07,83.92857142857143
2018-06-08,80.35714285714286
2018-06-09,73.21428571428571
2018-06-10,101.78571428571428
2018-06-11,126.78571428571428
2018-06-12,108.92857142857142
2018-06-13,121.42857142857142
2018-06-14,108.92857142857142
2018-06-15,91.07142857142857
2018-06-16,80.35714285714286
2018-06-17,76.78571428571429
2018-06-18,87.5
2018-06-19,91.07142857142857
2018-06-20,89.28571428571429
2018-06-21,82.14285714285714
2018-06-22,103.57142857142858
2018-06-23,91.07142857142857
2018-06-24,103.57142857142858
2018-06-25,94.64285714285714
2018-06-26,87.5
2018-06-27,83.92857142857143
2018-06-28,82.14285714285714
2018-06-29,105.35714285714286
2018-06-30,92.85714285714286
2018-07-01,82.14285714285714
2018-07-02,91.07142857142857
2018-07-03,91.07142857142857
2018-07-04,87.5
2018-07-05,89.28571428571429
2018-07-06,78.57142857142857
2018-07-07,71.42857142857143
2018-07-08,78.57142857142857
2018-07-09,80.35714285714286
2018-07-10,82.14285714285714
2018-07-11,80.35714285714286
2018-07-12,87.5
2018-07-13,80.35714285714286
2018-07-14,73.21428571428571
2018-07-15,69.64285714285714
2018-07-16,83.92857142857143
2018-07-17,105.35714285714286
2018-07-18,125.0
2018-07-19,101.78571428571428
2018-07-20,96.42857142857143
2018-07-21,82.14285714285714
2018-07-22,82.14285714285714
2018-07-23,103.57142857142858
2018-07-24,128.57142857142858
2018-07-25,121.42857142857142
2018-07-26,108.92857142857142
2018-07-27,103.57142857142858
2018-07-28,87.5
2018-07-29,83.92857142857143
2018-07-30,94.64285714285714
2018-07-31,96.42857142857143
2018-08-01,92.85714285714286
2018-08-02,87.5
2018-08-03,92.85714285714286
2018-08-04,87.5
2018-08-05,83.92857142857143
2018-08-06,94.64285714285714
2018-08-07,94.64285714285714
2018-08-08,114.28571428571428
2018-08-09,103.57142857142858
2018-08-10,96.42857142857143
2018-08-11,98.21428571428571
2018-08-12,83.92857142857143
2018-08-13,96.42857142857143
2018-08-14,117.85714285714286
2018-08-15,108.92857142857142
2018-08-16,92.85714285714286
2018-08-17,87.5
2018-08-18,80.35714285714286
2018-08-19,76.78571428571429
2018-08-20,85.71428571428571
2018-08-21,91.07142857142857
2018-08-22,98.21428571428571
2018-08-23,91.07142857142857
2018-08-24,83.92857142857143
2018-08-25,78.57142857142857
2018-08-26,76.78571428571429
2018-08-27,83.92857142857143
2018-08-28,101.78571428571428
2018-08-29,89.28571428571429
2018-08-30,91.07142857142857
2018-08-31,83.92857142857143
2018-09-01,80.35714285714286
2018-09-02,83.92857142857143
2018-09-03,83.92857142857143
2018-09-04,92.85714285714286
2018-09-05,107.14285714285714
2018-09-06,117.85714285714286
2018-09-07,94.64285714285714
2018-09-08,83.92857142857143
2018-09-09,83.92857142857143
2018-09-10,89.28571428571429
2018-09-11,89.28571428571429
2018-09-12,94.64285714285714
2018-09-13,94.64285714285714
2018-09-14,87.5
2018-09-15,75.0
2018-09-16,75.0
2018-09-17,78.57142857142857
2018-09-18,82.14285714285714
2018-09-19,80.35714285714286
2018-09-20,82.14285714285714
2018-09-21,92.85714285714286
