,token,change_p1_p2,wc_p1_p2,change_p2_p3,wc_p2_p3
108,appear,-18.206489926671697,0.7354711496673201,-1.7558422667046103,0.4796417636974264
109,appl,22.848779664398112,0.6689209816539413,-17.187363627739305,0.7668487898844938
110,appli,3.493829072374588,0.7259552774067843,0.6403567024001466,0.582919771754819
111,applic,7.410783019905409,0.8844727411217227,-34.00632347383596,0.08104419230582953
112,appreci,14.81035084473923,0.2756085157871335,1.5580499246104829,0.8480668924490911
113,approach,-0.11277406196573692,0.6517758713925517,-2.6774572548218356,0.5684996085875398
114,approv,35.32690290222011,0.4069712603616069,-68.723297666422,0.0003142986965333648
115,area,-40.198141219972236,0.10676861807153898,22.685387218163978,0.7371939561183862
116,argument,5.649950511382373,0.8579035427582474,-9.629067450905982,0.885303894303805
117,around,3.5125237669324516,0.5672128758294441,6.196145462625369,0.669106023246002
118,arriv,-16.592144333119162,0.2656081951493535,38.02106062043447,0.14736841031016984
119,art,23.258275596612776,0.48713570272213047,24.87619770420264,0.40439482605884003
120,articl,-14.697447364883853,0.48498093474817294,2.3550678913007994,0.886700112401154
121,ask,-2.175971748720018,0.9210485452957907,8.883281156120537,0.49471663592461823
122,asset,0.27791912944767905,0.935367769178819,-5.521297789583524,0.5588196240462832
123,associ,-4.915044539755864,0.7783866490571594,-7.346973194615735,0.6867413519497239
124,assum,16.7063406811782,0.4375534932037124,2.9104399362888778,0.8671762368775945
125,ath,484.939969904483,9.90703109995799e-07,-72.63899679330594,0.00025048782953933276
126,atm,-41.710372131651106,0.004752079036886131,-19.128284792714155,0.29373368889763585
127,attack,-22.35365082898404,0.10809278212508405,15.017550517028777,1.0
128,attempt,-15.102718339067733,0.8090886332043304,15.017550517028756,0.9206201748392635
129,attent,7.806071950390181,0.7613955686781008,15.017550517028756,0.6828474997166571
130,author,-41.815969283586504,0.0018122290767849812,5.93721758147383,1.0
131,automat,-18.561496480809424,0.41066374067605693,36.777627641872044,0.760331073746074
132,avail,10.324727082682482,0.6232873469071978,2.3461254600679604,0.7831965731738
133,averag,-3.0098814977473354,0.8077704895497296,13.990608101698143,0.4546447460210564
134,avoid,-6.088932878771203,0.43735546012321935,4.95351484678872,0.5511332673195357
135,awar,-25.423564344906545,0.12637411852329514,0.6403567024001466,0.48462316844114206
136,away,-0.21949118369443132,0.698426295121011,-1.5209207991453089,0.9412567989429291
137,b,30.30160563070492,0.026703452791187524,-19.176856393439245,0.0255077850746881
138,back,6.669737678480647,0.2677479832452073,7.1004724699675,0.4641988128364888
139,bad,-13.559131399778035,0.23430194538533533,3.941786393166713,0.9568968228584283
140,balanc,16.824464507778615,0.25416776178587186,-10.986417425951679,0.31731935255425703
141,ban,-46.27357465462125,0.9928079532195596,1.894742739918076,0.5102242090089937
142,bank,-19.858325828302714,0.008974285338082845,-8.477721085024626,0.2820049326948184
143,base,0.8748115052181982,0.8640709686148741,11.614664407057473,0.5230712268797991
144,basi,-14.473849586023778,0.5164074450452475,18.400419649882505,0.6223727153537667
145,basic,6.421118033363271,0.3994538335008835,14.184090006035778,0.5197450237340198
146,bear,6.695989625356469,0.5369312949907437,46.59099575699741,0.048178480778979495
147,becom,-8.168026667218042,0.7593375313339675,-5.894731395158292,0.37922615685658145
148,begin,4.977020890290773,0.4045622807060816,-27.008092941116367,0.011722382571881858
149,beginn,-28.158033652259984,0.23224622091909985,25.16615791559009,0.7333053970683514
150,behind,1.6880773672055316,0.7552397482404829,6.055143983234301,0.8318821318198065
151,believ,-12.614956187195592,0.17651562598244164,6.532649249379108,0.9295374828281012
152,benefit,-3.7644015143843523,0.6780877513386129,-4.9855017468023455,0.89051904672828
153,best,2.2271659375795005,0.8393427681885497,2.1807703253960753,0.8712209184925385
154,bet,-8.04541344379681,0.755811531701996,2.7816408875576126,0.43897905026906736
155,better,-6.6041189836682275,0.5460508863504465,12.570368591134496,0.26269740949079057
156,beyond,13.380434695142075,0.540658962452162,-16.35087235125181,0.4985253854755083
157,big,-9.29044653063128,0.3487306822011359,-6.632811933235483,0.21391489743999414
158,bigger,-7.234189794883761,0.9595459340242914,21.407414434641446,0.5642529061398243
159,biggest,-16.48622959576439,0.6618491859708087,8.088782413593275,0.9138513965404715
160,bill,-17.827816268924813,0.29219017184810536,-10.261032014186355,0.8128301252864026
161,billion,-2.234374153646157,0.8007614531646842,22.438037647159636,0.13392348863995984
162,billionair,-10.297211829958364,0.23523888152509653,15.017550517028756,0.31956198262501867
163,binanc,13.990736078070466,0.2775730596829591,15.718877044571599,0.40073740795506296
164,bitcoin,-0.008598849878571624,0.9461228698647259,-5.392218151427386,0.008102662435895393
165,bite,-12.961957868861152,0.4963343093538968,7.783742308410591,0.7346452926137184
166,black,-31.638267316164338,0.20770053312208037,276.4210744193668,0.14631976182120537
167,block,3.7855396200050517,0.8217785920428994,11.573911279991943,0.37656913038582607
168,blockchain,3.3169863045064307,0.607541764281834,3.144771108819322,0.738347513404539
169,bond,-18.498609605505003,0.41048753514148684,240.79274227267774,4.6895463978156565e-05
170,bonus,-21.910906143760844,0.9326726090488439,28.549027048443886,0.36038546727790144
171,book,51.871803860112166,0.02143077778826471,11.683708473056885,0.893747700739286
172,borrow,3.073122450129162,0.7444601370168817,32.27018309458305,0.11652504954897787
173,bot,8.505354579257585,0.5575888085725529,8.963995226658783,0.9552473299691916
174,bottom,-14.159415209501825,0.5338751877487296,100.54342141430652,0.0013575147773741444
175,break,17.89922013589049,0.3557166510971739,-29.296570677843803,0.023232295933240388
176,bring,-5.751123284809944,0.6785249770248355,3.88681982183241,0.8135875401274204
177,browser,9.63674109671755,0.7458157456810428,-58.175436175625904,0.001917608328209076
178,bubbl,53.01027315441584,0.12752949228715177,-1.4135281282610879,0.6111611259707636
179,build,-9.366286109524768,0.3821177440736051,6.170046631103454,0.7983764039280001
180,bukel,-76.52223321969281,0.00014342344838432077,154.68171900199224,0.046598676162313085
181,bull,20.986233650131435,0.30626245961988285,-24.671604238847365,0.08274405034881047
182,bullish,-14.47384958602379,0.5068274036663882,25.842731742160872,0.41070700083690925
183,burn,30.030708321701383,0.22685066572178514,-32.90642886506656,0.21330423780950347
184,busi,-13.509366938868306,0.3043276358731135,1.1863260877657877,0.9647332390533733
185,buy,0.4529302920522449,0.2039317722290075,3.89944828869786,0.7015929617904493
186,c,-16.989324598199552,0.7774486684893095,15.017550517028756,0.5578112794698631
187,ca,-8.251358766431071,0.3580680966168286,-4.732937955592364,0.4793144743354387
188,calcul,0.919355712365233,0.938134044555384,0.6403567024001688,0.9880737598136888
189,call,-13.312861118865737,0.4599958803164843,21.008047939790654,0.2544162371254364
190,canada,36.57188724642113,0.23056037160179443,-17.534586421752973,0.15443885762989365
191,cant,11.864653482640186,0.21537090528943137,-6.548240204914146,0.1751434993425034
192,cap,16.333653372083965,0.22642476201055628,-23.7128491468687,0.050162150480723845
193,capit,12.357883877184438,0.45724851265771516,3.0007915077869374,0.8326856022111593
194,car,-18.361401877568163,0.5332100524414303,-14.300648634370738,0.7325539419862986
195,card,-5.501988709263528,0.42259547370794825,5.7304191088214385,0.5135218535084749
196,care,-10.939711139165265,0.30855741711534346,-5.279664280093977,0.768110420734353
197,case,-10.857854256021115,0.2619370834235013,19.277459795437224,0.1486411342646418
198,cash,10.89212362835934,0.11905283943990407,-10.913679054083191,0.11482163507587266
199,catch,-12.838790828109536,0.8181046882639071,11.532170198330904,0.602315202352073
200,caus,-1.0579828544196812,0.7050303698274559,1.3714004556863557,0.7680733740724548
201,celebr,-29.56669965907841,0.7432987090146843,-52.49275087340117,0.22843606418961182
202,central,-31.097858362141917,0.013892587042780217,25.560825981089707,0.14584180562594218
203,ceo,4.277873232013785,0.9819064082547891,-19.79039240259838,0.5308369140569891
204,certain,31.778432895917796,0.12217511308313424,5.102244437974557,0.7125164519152818
205,chain,-2.1347826841931594,0.8923719146618532,25.473691473122283,0.18117474581216264
206,challeng,-30.23116475663429,0.08550125970862005,-4.699743857319039,0.5054292703196728
207,chanc,-25.841861660279662,0.0429685263750769,22.895464936003297,0.541727353156619
208,chang,1.4932311470001292,0.8393459771200692,-11.28339106877645,0.07947433153007571
209,channel,-30.36707807204343,0.22224609639299386,24.932856596082953,0.596592193874661
210,charg,-18.498609605505003,0.18919431066231596,0.10786804259907967,0.9288715831474134
211,chart,-2.476968758723952,0.7799048830463883,48.564336084495466,0.05106949229273028
212,cheap,-0.21949118369440912,0.7693453332943342,21.783288782736342,0.4319242411329338
213,cheaper,-2.476968758723963,0.874780530184004,-16.931769071034786,0.3338011793111293
214,check,7.503458415090836,0.5825773697368216,9.564132173548945,0.771946907711722
215,cheer,37.059395258009566,0.26592750500547946,-30.510229895961803,0.5105198448621167
216,china,-60.18217945550916,0.0742449695133458,-22.554849318533975,0.5484292643350714
217,chines,-48.49564912570109,0.11585002966286807,9.119214593078539,0.6147350924812109
218,choic,31.08419785671519,0.2936743131179589,-26.18276608608603,0.1334572881133856
219,choos,-1.4725180624186818,0.6718115706906366,17.789057758402915,0.8556654352631231
220,christma,104.69677911580337,0.07870366206435886,415.7238555440966,2.7243475805059363e-06
221,circul,-6.424329547061292,0.8204226926027227,81.80193468820669,0.01678487504782682
222,citi,-4.508698576250547,0.6600462528266913,130.03510103405748,0.04955069036753148
223,citizen,-44.53377598152425,0.012977100141042135,-12.367580558454282,0.4942081928709452
224,claim,-11.958374573848019,0.37460257545269493,46.64737690921164,0.04605472428246988
225,class,1.7369893813311998,0.8877815596093125,-2.6774572548218356,0.920993012057881
226,clear,4.746959481370561,0.8112803200793675,-6.796122856890497,0.4885047207170188
227,click,14.603336147940205,0.5346505040550693,-4.751090978085559,0.8665698712034875
228,client,-18.361401877568152,0.7756925985652208,15.017550517028756,0.8122833255350684
229,close,20.426167366121195,0.08360389697757233,-16.030131831126248,0.08544462930047718
230,cloud,-8.627069827993628,0.5277492141234622,54.554833507257385,0.18763039213141552
231,code,9.030748927746624,0.32379959946576753,6.993070248398814,0.929531065882683
232,coin,10.941571521451632,0.2619588207389735,1.775398319344501,0.8557731998505751
233,coinbas,10.20102530264193,0.38212256317047744,-11.785949455966149,0.11369547362058498
234,cold,14.641435661287261,0.4624689155280859,28.54902704844391,0.05990673192686935
235,collaps,-45.574267918378766,0.006749964091544933,69.14345664268933,0.0611622868290552
236,collect,-5.806068218767524,0.6585829899243747,10.354676847419487,0.6971558725219151
237,combin,-28.889456386569556,0.35927342662131856,1.8726876007969073,0.8891417085833944
238,come,9.070996527941432,0.1838451373603195,-2.1714192096858875,0.5009515995808672
239,comment,-15.335313631289448,0.1680181988476196,8.13615860575354,0.5786921996553405
240,common,-1.7640811034514758,0.809357837540681,10.677265591857843,0.8544156675055309
241,communiti,-2.718362400410279,0.9246270595594765,-1.0601715982548443,0.694318961034303
242,compani,-20.144184563302957,0.014250698064205173,11.45506001428891,0.3480870158935351
243,compar,-15.480039590894101,0.4983937678560879,26.78070909263397,0.25406913887961236
244,complet,-11.351190950219369,0.248781122122686,17.38092484272109,0.135329434881234
245,comput,2.3223930149608885,0.9964052329925241,10.342040333409708,0.9803975730841199
246,concept,3.6565552187147965,0.7085551570176742,-2.6774572548218356,0.588284840833857
247,concern,-1.0226779419680754,0.6916871789540101,15.017550517028733,0.8789212076552324
248,confirm,-21.009382795228127,0.3718457925111436,35.14562185750876,0.15671457013220313
249,confus,42.304014974515034,0.018058428013313095,-19.836252669949662,0.10644107651143753
250,connect,-29.905321295332843,0.028711232247560548,30.01983971490205,0.11806023425358612
251,consid,15.74389482775651,0.07968971031274502,0.3060033578738963,0.6232490161807016
252,constant,45.26868195315075,0.03024358756361318,-28.898241498564037,0.0651669813760052
253,consum,-11.548878641633353,0.3432975337081061,15.017550517028733,0.6645471996004904
254,contact,-3.154212031232817,0.84269365269623,6.055143983234301,0.8980878311414908
255,content,-4.41194953732068,0.952198271513926,-24.330558870375828,0.1862126922503594
256,continu,-2.302196301302306,0.6170256702950636,13.680137138923754,0.16897831530906415
257,contract,10.164905661441459,0.32574430724795267,-12.322686900953494,0.30392139735808643
258,contribut,-1.5534552053027784,0.7294578266241977,-7.4248983643427025,0.6879441334102154
259,control,-16.416178392893677,0.2070635967544805,14.097410112892517,0.18146186907899464
260,convers,-1.636252972161234,0.9745805297111009,-4.152041235809378,0.49948363310285626
261,convert,23.709771111618693,0.216771700124331,-42.91099682366456,0.0016550191487994007
262,convinc,21.72711689354927,0.23124077401674237,-17.534586421752973,0.1158406348642177
263,cool,3.7290423202663403,0.6395967380989143,23.537369073845692,0.6911506650075564
264,copi,49.36717141264404,0.06774467569726288,29.04408106788592,0.4264034067663369
265,core,-24.871146303016967,0.161345262819246,2.4375059292287338,0.8742207969162353
266,corpor,-27.495132001992484,0.3746480547894735,61.02457072384024,0.031431157592893576
267,correct,21.3017950315872,0.2774635675627408,22.438037647159636,0.3331091638469572
268,cost,10.932448036951525,0.3441084480296712,-2.022086596605155,0.8634888904658093
269,could,-7.283812343518625,0.20878015606922062,0.5952871293135376,0.9100430304674222
270,countri,-42.32233672869413,1.4352201612403224e-05,-4.889333226303161,0.5198822631140341
271,coupl,11.39179564787054,0.42754818003898165,16.203298460503255,0.3763133970042908
272,cours,-7.933614554366775,0.5732313364572965,16.903084132062006,0.30222047468303637
273,cover,-12.565558197476657,0.314414831770757,0.6403567024001466,0.9039994257487726
274,crash,-22.033726360584115,0.8675594476137771,50.022891978733156,0.320988071998219
275,crazi,-0.387189517839448,0.6396120265349443,4.561409560935226,0.5063591381513559
276,creat,10.109201669330336,0.13010120210262854,-2.539645667813639,0.38457470121957416
277,creator,3.0087017485978196,0.5212319754252395,-11.524961140747115,0.05038975454093948
278,credit,-24.268619544938296,0.0233627423968392,3.6577924412728224,0.7754110244062016
279,crisi,-60.3812685582316,0.0036545374040232483,75.26483888309143,0.21217598331179222
280,critic,-6.779455431133186,0.4949434089348056,22.685387218164,0.2722341205156863
281,cross,-58.81442607183398,0.004096453190350642,25.019076648944292,0.7610705113351369
282,crypto,-6.53287081231081,0.2836225332826259,7.602263447956115,0.2175749469548075
283,cryptocom,83.90917311240638,0.038087779542720156,-4.559904890125088,0.4366424044947276
284,cryptocurr,-19.871174301313886,0.0006595869090446616,14.209464682014495,0.29995941173635676
285,curious,5.649950511382396,0.899433571859685,9.149308143710932,0.4883061267350641
286,currenc,-22.24163642362257,0.005912216745856094,5.32857207673556,0.4148109913905679
287,current,4.267097755997806,0.5550787429942372,-1.762198232139911,0.4261413758823668
288,custodi,-43.23286241179455,0.008779798875767056,24.602346393447803,0.3627908652332039
289,custom,1.0059966427501843,0.5630640713330515,15.017550517028756,0.7048650380150809
290,cycl,19.430378838954,0.4581374121376668,0.27171070715326096,0.62432280889437
291,daili,-19.03998357551675,0.05271623470830807,5.228822813451828,0.871216257030753
292,data,6.501966241312895,0.6360911046076756,17.777971729437425,0.28197857269679816
293,date,-2.6039518723193766,0.7783101520355227,-22.021999649472036,0.40811852651714065
294,day,-6.393838940853125,0.6490957120835623,-9.334699592439888,0.07454889624788151
295,dca,7.681680328908969,0.8320026801192262,10.677265591857843,0.37344913264696067
296,de,-27.05122464690264,0.16336518220392615,30.882040243515483,0.2922591874044065
297,dead,-0.060857624368027,0.9550854204350916,18.303766246086717,0.3684612742591
298,deal,8.106926104670343,0.28140213252565993,0.6403567024001688,0.6261341687688352
299,debt,-33.05349670565869,0.14919996037563008,22.206147424343058,0.47671151943456
300,decad,1.3377076333667803,0.9241147776992059,27.253460146499897,0.5712911329985135
301,decemb,11.745139963962137,0.7714191835055366,142.58247018136973,4.7094451769990734e-05
302,decent,-8.627069827993628,0.4880997221620744,29.394744331657343,0.4510051568269543
303,decentr,-28.181775214172657,0.03459756171938645,36.88039069795155,0.13791860290609276
304,decid,6.421118033363271,1.0,12.517168984049842,0.41480247236341816
305,decis,-33.59145967855963,0.05918143555237873,54.22807910237948,0.07016480601735486
306,declin,33.04067842174081,0.2885468227850695,45.46337271271281,0.4296017883276214
307,decreas,-27.848814284909594,0.2724531795278473,39.66416848496348,0.25793625064348336
308,defi,0.8036225062730828,0.7728500400900922,-13.73683711222845,0.5712688238249715
309,definit,-3.405759532450381,0.5628194121182948,11.423252063371603,0.5082573425118069
310,delet,8.505354579257585,0.8530668317036334,2.9104399362888778,0.8177582811596198
311,demand,-14.54783414520543,0.34770422295221715,6.652637752153923,0.6906868332820837
312,depend,7.721518168468333,0.30059398481488675,-27.008092941116367,0.037836271795151345
313,deposit,-12.758752986813027,0.23773439678335984,40.3425157684846,0.06978715089442093
314,deriv,21.903789051595048,0.38056590018663305,-30.989469689782744,0.027889084188919114
315,design,-15.786271331506807,0.27725213468567433,29.656147855559702,0.03921205399736109
316,despit,-23.57237622580849,0.7203316877810914,25.16615791559009,0.8733811508763984
317,destroy,-27.257411123310494,0.12692788468867622,4.063498086835526,0.670327477082943
318,detail,-22.15266804424456,0.1555210246536366,16.660658381557724,0.6719983130445719
319,determin,55.367574281444696,0.22953443429441767,-28.68911867944217,0.2891658701318419
320,develop,-15.598084228336973,0.39448631885589125,17.4305061222811,0.6798477973957336
321,devic,-14.580891075903601,0.3293809839191494,8.963995226658783,0.6002741604256396
322,didnt,14.454113053997597,0.11266159871512473,13.248049739843681,0.9369798430210279
323,die,-17.400947782010135,0.1063675408248046,68.51408564122814,0.09508167993012044
324,differ,-5.241796964017842,0.43840849999526343,-8.77918407270134,0.35828434895234706
325,difficult,51.33641559738555,0.09029057018389379,-17.534586421752973,0.24721500649741202
326,digit,-9.386372033308731,0.2104116432283648,-14.615792192598764,0.1159587727718385
327,dip,1.4426515972122855,0.045869259285811245,54.77016014272991,0.12533531525654454
328,direct,10.835224156112776,0.328257600565796,-13.904991425849822,0.3712284992537679
329,discount,-38.723028703398235,0.20677510365890484,66.57714212811061,0.39431172512674106
330,discov,42.770203393759964,0.2934996984418884,-30.989469689782744,0.157608978529704
331,discuss,-16.81106258946269,0.25034641543483815,23.068779053220755,0.3088554427934249
332,distribut,-6.278269707644657,0.4635012852524608,6.652637752153923,0.5870518766036584
333,dm,-3.741156200740492,0.5817020962112984,23.433468847543047,0.5685069297228265
334,do,-16.230216754288527,0.0680476423830472,15.8758904462603,0.18307765451370273
335,document,-16.592144333119162,0.478535547992863,53.35673402270498,0.12190514153936823
336,doesnt,-10.35761774791798,0.6586526931136794,-2.782784682035233,0.2988776252974418
337,dollar_marker_symbol,7.7058414402525255,0.10975233379741511,-5.839290562941468,0.29540752862638464
338,domin,11.360758647132773,0.9553831936312391,3.2208786691283464,0.5441031343723595
339,donat,-12.229271882851556,0.4958096032867757,12.88759587782451,0.7066190843825622
340,dont,3.2243138924986203,0.5611348174637243,-3.9017854688010556,0.532703229223064
341,doubl,6.907688017470259,0.9784039788269925,-6.632811933235483,0.9960718088231637
342,doubt,-19.076633650856056,0.4159766984962856,56.551665981511334,0.16039167901373408
343,download,37.66508702998313,0.026748605655220994,-7.718476910756012,0.20225812150529587
344,dream,17.724230569826105,0.7362895496619328,-5.626625216796921,0.4499177432950606
345,drive,4.4214627147384,0.6452484675511807,6.898664598179649,0.9685972363490182
