,token,change_p1_p2,wc_p1_p2,change_p2_p3,wc_p2_p3
0,0,16.225454200914303,0.28647440003341007,12.277762263799685,0.44594341560096773
1,001,83.901035128029,0.07215002404566348,-23.651121660616216,0.24788408804207107
2,01,20.740541684057657,0.4181575801043922,32.09148501623491,0.30628464333540717
3,05,105.9691593433925,0.03309551492801739,-11.781758221300242,0.5391414643134932
4,1,1.9155355920592587,0.9051945336497078,-0.08849476875167905,0.8212226887574612
5,10,20.451928873962743,0.15426464825153788,-0.9513396343519442,0.9490808586916006
6,100,7.744371169127584,0.2656483398727697,10.023188724365962,0.26270031410143213
7,1000,31.18273839132737,0.10272146418850178,3.883163216038943,0.7272228753006786
8,10000,63.83910402315311,0.01787073583072037,-37.44524673874018,0.01991927510655296
9,100000,8.925997729678702,0.3240096298423826,-34.674756501062,0.007016949429495219
10,100k,19.245302777753537,0.1412597853829014,-16.64226741020932,0.23062917631794844
11,100x,75.07378544188362,0.02627166374424729,-40.55883174269429,0.18137160152429088
12,10k,57.051483999336725,0.05142090181714214,-31.89709502031821,0.05940283301042608
13,10x,17.027931445109367,0.5405037438004683,-28.1422321511682,0.19538505596573763
14,11,9.28975801894294,0.6959193525097311,5.800199056272781,0.9044405557127625
15,12,-18.64218205935999,0.2296551540389461,9.435287269779447,0.3752406641580228
16,13,15.857652130658284,0.7980219603578512,-2.276762474100269,0.6517860119253198
17,14,-11.433261482341251,0.4517802396302486,-37.33334199229785,0.016359645839417052
18,15,-0.2005104212428166,0.6531127314274862,12.277762263799685,0.36995812862870214
19,150,-28.702983304210296,0.7821075186201302,8.119326624399692,0.7788285186808093
20,16,-9.88849278726579,0.5615284347529823,-29.425406577040192,0.26150962535599076
21,17,30.44713425081522,0.3226850630382273,-11.35966137068446,0.17479299190834052
22,18,-11.318834171594894,0.46975477776055063,14.088693913215788,0.5842781416330054
23,19,27.700878792903328,0.4235355614947137,1.412172367302933,0.4811730932610112
24,1k,75.67957708701125,0.041509820032362185,-53.540236304634625,0.0012901740232333738
25,1m,12.34681418730501,0.8115921476688771,-29.82639858512521,0.5189825109931683
26,1st,-21.04515558503288,0.18058155760393924,95.2656735022603,0.04072897176098445
27,2,-13.611169370321042,0.09096606508022018,12.573230059230722,0.15005951576333879
28,20,7.2251211875896,0.26172923318523367,17.98680102297594,0.2754678399707138
29,200,1.5340926340667194,0.8006136853183042,-2.1579500272602803,1.0
30,2000,-10.932255419073522,0.714739918161472,-1.7569580191752698,0.4685352812182838
31,20000,-9.13125323085625,0.8716587965928029,19.76294641471967,0.73613015357284
32,2008,-54.56562661542812,0.09482455006692657,34.733314716559626,0.8863690958597781
33,2009,60.19823504486084,0.19668635713198201,32.32736266804963,0.0828033577868032
34,2010,58.43781487953268,0.22246683877225593,12.277762263799685,0.9327032125294977
35,2011,121.81294083134576,0.048515661578031756,-27.821438544700207,0.35126365156251427
36,2012,-10.44819158982937,0.7697425406205667,-15.791678302150236,0.47683009783884955
37,2013,49.79575224974,0.17595753850346252,-31.580738620497073,0.20191098909459926
38,2014,41.60379704858232,0.3134629961112747,-8.136376329618432,0.6582480309810417
39,2015,56.71566471779861,0.36631467329648715,-23.009534447680213,0.6487584042539618
40,2016,11.223346045431937,0.5068060318977166,-8.514415933200247,0.7276095331929616
41,2017,16.564963804227627,0.3177606257236084,-7.343594248320661,0.37725037741859235
42,2018,49.05662847219192,0.062337641485210656,-34.674756501062,0.05174566931259801
43,2019,6.798823363240536,0.8193244144273908,12.277762263799685,0.5447939533423973
44,2020,16.27291253256027,0.5195241771895533,-24.61350248002021,0.3439396936654352
45,2021,-12.97613009292089,0.12044923563346084,29.928414846755103,0.010487135717809525
46,2022,78.86795416663031,0.047631775487006214,180.69440565949924,5.019342549689514e-07
47,2025,105.9691593433925,0.035452200410765876,6.040108804699673,0.9809990050356947
48,2030,2.9845796716962525,0.2794282244357229,43.46602955929959,0.24228586654825568
49,20k,-5.597468634278435,0.9010249998274099,93.93431663747218,0.044290402934347134
50,21,10.340621076817369,0.6624994251032141,18.265909584535667,0.477823687962159
51,22,-23.715126169113898,0.22709759723883927,57.188867169319565,0.13550398052270998
52,23,-22.76156524622782,0.2589946843437192,27.248130565639638,0.1933800784388472
53,24,-11.318834171594894,0.5173381900777263,23.143352160296416,0.11000708290991246
54,25,-14.966860821535233,0.646872609506066,-5.187667421680253,0.46687440009717696
55,250,-2.736785865620206,0.7549591362767214,-20.745108990259055,0.6113656548316437
56,26,126.56607527773174,0.06824694813916209,-13.239910977972979,0.950132292178626
57,27,-48.50771016415189,0.4681199956519436,79.64441962207951,0.3595194902661195
58,2nd,-25.424959548082036,0.2541214032678847,22.970882479399645,0.6814632351999774
59,3,-5.409147825056437,0.326937458682088,25.306581093046066,0.015031556749723365
60,30,-56.411177906398336,0.0013362686674329416,52.993873853968786,0.02505320670899465
61,300,-55.308578633037484,0.008469973880540735,90.38403166470378,0.2949704986625753
62,3000,-37.47364805647013,0.3232072952590406,18.88233651461142,0.9259354375584085
63,30000,15.857652130658263,0.41762416359926247,-43.86111886810016,0.08538178342556062
64,30k,15.342729232299778,0.7363971379978577,0.24800202124970472,0.9397270402669132
65,35,-34.20429632086073,0.06668410640108938,26.9226877764692,0.7033375264399737
66,3rd,15.342729232299778,0.09896605790191618,0.24800202124970472,0.6951110321683449
67,4,-9.498399682448754,0.7003846915919578,14.213585751106583,0.3765575127321531
68,40,-41.15166875903073,0.0031295481268006752,102.72373742074939,0.003909146706396938
69,400,-8.898256444268704,0.23014013253630028,-17.012088761539378,0.6117739578936812
70,40000,2.9845796716962525,0.665404817956466,12.277762263799685,0.864336530849914
